departurestation,Metric,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
KCH,A1800_1859_to_A2300_2359,12.48,10.96,13.79,10.54,14.25,14.33,12.68
KHH,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHH,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHH,A1200_1259_to_A1700_1759,48.48,59.38,38.46,46.88,32.69,48.48,47.06
KHH,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHN,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHN,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHN,A1200_1259_to_A1700_1759,0.0,61.54,67.31,0.0,71.15,0.0,59.62
KHN,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIX,A0000_1259_to_A0500_0559,2.34,2.21,1.49,2.35,2.21,0.62,0.61
KIX,A0600_0659_to_A1100_1159,11.11,14.71,29.1,8.82,28.68,10.56,22.56
KIX,A1200_1259_to_A1700_1759,15.2,17.65,0.75,15.88,0.0,11.8,0.61
KIX,A1800_1859_to_A2300_2359,4.68,17.65,5.22,13.53,3.68,13.66,14.63
KKC,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KKC,A0600_0659_to_A1100_1159,13.45,16.29,12.82,13.68,15.38,15.34,13.96
KKC,A1200_1259_to_A1700_1759,11.48,16.0,15.1,13.39,14.25,16.48,13.96
KKC,A1800_1859_to_A2300_2359,19.33,22.0,21.65,22.79,21.94,21.88,19.37
KLO,A0000_1259_to_A0500_0559,7.39,6.86,9.91,8.02,6.92,9.77,8.44
KLO,A0600_0659_to_A1100_1159,18.04,13.14,13.22,17.82,12.75,14.97,12.66
KLO,A1200_1259_to_A1700_1759,19.57,21.37,25.91,19.82,20.22,21.41,24.04
KLO,A1800_1859_to_A2300_2359,20.22,14.31,15.65,17.37,13.84,16.84,14.5
KMG,A0000_1259_to_A0500_0559,0.0,0.95,0.0,0.0,0.94,0.94,0.0
KMG,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KMG,A1200_1259_to_A1700_1759,31.48,18.1,23.58,15.09,20.75,24.53,16.98
KMG,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNO,A0000_1259_to_A0500_0559,2.31,1.85,1.77,1.7,0.81,0.84,0.64
KNO,A0600_0659_to_A1100_1159,12.03,14.14,12.58,13.58,13.25,14.0,11.18
KNO,A1200_1259_to_A1700_1759,25.7,26.26,28.23,26.83,30.86,28.84,27.32
KNO,A1800_1859_to_A2300_2359,14.83,13.97,13.55,14.26,14.7,16.69,12.94
KOP,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOP,A0600_0659_to_A1100_1159,32.14,35.45,33.94,36.7,35.78,38.18,30.0
KOP,A1200_1259_to_A1700_1759,17.86,30.0,33.94,33.03,33.94,30.0,20.91
KOP,A1800_1859_to_A2300_2359,1.79,0.0,0.92,1.83,0.0,0.91,0.0
KOS,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOS,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOS,A1200_1259_to_A1700_1759,42.86,45.0,0.0,52.38,0.0,57.14,0.0
KOS,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRW,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,16.67
KRW,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRW,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRW,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KTM,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KTM,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KTM,A1200_1259_to_A1700_1759,62.96,0.0,66.04,0.0,69.81,67.31,100.0
KTM,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUL,A0000_1259_to_A0500_0559,1.25,1.14,1.31,1.34,1.2,1.23,1.17
KUL,A0600_0659_to_A1100_1159,20.52,21.33,20.42,21.15,20.5,21.12,20.76
KUL,A1200_1259_to_A1700_1759,23.76,25.66,25.03,25.37,25.49,25.46,24.63
KUL,A1800_1859_to_A2300_2359,19.62,18.7,18.93,18.77,19.62,20.22,17.62
KWL,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KWL,A0600_0659_to_A1100_1159,0.0,7.69,9.62,0.0,5.77,0.0,15.38
KWL,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KWL,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBU,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBU,A0600_0659_to_A1100_1159,1.69,0.0,36.36,3.57,51.79,1.64,29.82
LBU,A1200_1259_to_A1700_1759,3.39,3.51,0.0,1.79,0.0,4.92,1.75
LBU,A1800_1859_to_A2300_2359,72.88,75.44,0.0,76.79,0.0,73.77,0.0
LGK,A0000_1259_to_A0500_0559,1.94,0.0,0.26,0.0,0.51,0.0,0.26
LGK,A0600_0659_to_A1100_1159,10.71,12.68,10.97,10.89,8.71,10.55,10.6
LGK,A1200_1259_to_A1700_1759,26.99,32.7,31.63,30.86,34.85,34.12,34.87
LGK,A1800_1859_to_A2300_2359,14.46,14.22,10.33,15.67,11.11,16.47,12.64
LHW,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,66.67
LHW,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHW,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHW,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LKO,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LKO,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LKO,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LKO,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,100.0
LOE,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOE,A0600_0659_to_A1100_1159,29.41,31.33,32.53,28.05,32.93,32.93,30.12
LOE,A1200_1259_to_A1700_1759,14.12,25.3,22.89,25.61,26.83,21.95,21.69
LOE,A1800_1859_to_A2300_2359,2.35,2.41,3.61,2.44,1.22,1.22,2.41
LOP,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOP,A0600_0659_to_A1100_1159,0.0,0.76,1.5,0.0,0.0,0.0,0.0
LOP,A1200_1259_to_A1700_1759,36.57,34.09,39.1,38.64,39.1,34.59,33.33
LOP,A1800_1859_to_A2300_2359,36.57,36.36,33.83,33.33,32.33,36.09,32.58
LPQ,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPQ,A0600_0659_to_A1100_1159,12.26,5.77,0.0,11.54,0.0,10.58,0.0
LPQ,A1200_1259_to_A1700_1759,37.74,32.69,30.77,37.5,38.46,41.35,21.15
LPQ,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,1.92
MAA,A0000_1259_to_A0500_0559,0.0,0.0,0.94,0.0,0.0,1.25,0.0
MAA,A0600_0659_to_A1100_1159,13.84,10.83,18.87,12.66,11.54,17.5,17.31
MAA,A1200_1259_to_A1700_1759,0.0,0.64,0.0,0.0,0.64,1.25,0.0
MAA,A1800_1859_to_A2300_2359,32.7,33.76,27.36,43.67,34.62,38.75,26.92
MCT,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCT,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCT,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCT,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,100.0,0.0,100.0
MDL,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDL,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDL,A1200_1259_to_A1700_1759,19.54,29.07,32.93,36.47,31.71,40.0,25.93
MDL,A1800_1859_to_A2300_2359,1.15,2.33,0.0,2.35,2.44,1.18,0.0
MED,A0000_1259_to_A0500_0559,4.17,0.0,0.0,0.0,37.5,0.0,10.71
MED,A0600_0659_to_A1100_1159,12.5,0.0,33.33,36.36,0.0,0.0,0.0
MED,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED,A1800_1859_to_A2300_2359,20.83,70.37,33.33,27.27,25.0,0.0,60.71
MEL,A0000_1259_to_A0500_0559,7.48,6.73,6.73,8.65,5.56,9.26,3.7
MEL,A0600_0659_to_A1100_1159,42.06,34.62,30.77,35.58,34.26,39.81,38.89
MEL,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEL,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFM,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.75,0.0,0.0,0.0
MFM,A0600_0659_to_A1100_1159,20.05,18.18,18.14,18.41,18.85,20.98,21.95
MFM,A1200_1259_to_A1700_1759,18.05,19.14,18.36,16.42,18.63,20.98,15.96
MFM,A1800_1859_to_A2300_2359,32.83,34.93,34.29,32.09,37.92,31.06,36.14
MLE,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLE,A0600_0659_to_A1100_1159,0.0,0.0,1.37,0.0,0.0,0.0,0.0
MLE,A1200_1259_to_A1700_1759,20.63,11.86,13.7,18.33,18.06,9.23,18.67
MLE,A1800_1859_to_A2300_2359,49.21,45.76,26.03,50.0,50.0,47.69,40.0
MNL,A0000_1259_to_A0500_0559,2.25,1.9,2.19,2.01,1.99,2.1,2.15
MNL,A0600_0659_to_A1100_1159,21.06,20.89,22.62,21.22,20.99,22.03,23.46
MNL,A1200_1259_to_A1700_1759,25.97,26.65,26.91,27.35,24.87,26.39,26.7
MNL,A1800_1859_to_A2300_2359,14.37,13.17,14.89,12.3,13.38,13.93,12.62
MPH,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPH,A0600_0659_to_A1100_1159,0.93,1.83,1.96,0.95,0.93,2.63,0.9
MPH,A1200_1259_to_A1700_1759,61.11,76.15,83.33,74.29,78.7,77.19,81.98
MPH,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRU,A0000_1259_to_A0500_0559,46.15,0.0,84.62,0.0,0.0,30.77,0.0
MRU,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRU,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRU,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYY,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYY,A0600_0659_to_A1100_1159,15.46,15.89,16.56,18.2,14.81,15.67,14.08
MYY,A1200_1259_to_A1700_1759,17.22,17.92,14.72,21.6,15.42,19.64,12.65
MYY,A1800_1859_to_A2300_2359,20.94,22.0,32.11,23.0,30.43,24.21,28.98
NAW,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAW,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAW,A1200_1259_to_A1700_1759,26.42,53.85,59.62,51.92,53.85,51.92,34.62
NAW,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGB,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGB,A0600_0659_to_A1100_1159,80.0,0.0,0.0,0.0,0.0,0.0,0.0
NGB,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGB,A1800_1859_to_A2300_2359,0.0,57.14,48.98,0.0,46.0,0.0,42.0
NGO,A0000_1259_to_A0500_0559,2.78,0.0,0.0,0.0,0.0,0.0,0.0
NGO,A0600_0659_to_A1100_1159,36.11,22.58,15.38,16.67,25.71,33.33,26.32
NGO,A1200_1259_to_A1700_1759,27.78,22.58,23.08,33.33,40.0,16.67,18.42
NGO,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,3.33,5.26
NKG,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKG,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKG,A1200_1259_to_A1700_1759,0.0,0.0,100.0,0.0,0.0,0.0,0.0
NKG,A1800_1859_to_A2300_2359,58.49,62.75,0.0,57.69,0.0,65.38,0.0
NNG,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNG,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNG,A1200_1259_to_A1700_1759,32.08,61.54,53.85,40.38,63.46,35.24,53.85
NNG,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNT,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNT,A0600_0659_to_A1100_1159,11.32,18.27,9.62,24.04,20.0,15.38,12.38
NNT,A1200_1259_to_A1700_1759,36.79,43.27,42.31,44.23,45.71,45.19,40.0
NNT,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.95
NRT,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRT,A0600_0659_to_A1100_1159,28.15,29.85,24.43,27.21,25.19,27.07,28.03
NRT,A1200_1259_to_A1700_1759,0.74,0.0,0.0,0.0,0.0,0.0,0.0
NRT,A1800_1859_to_A2300_2359,4.44,5.97,8.4,3.68,2.29,6.77,6.82
NST,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NST,A0600_0659_to_A1100_1159,6.16,8.29,8.82,11.22,8.04,5.56,7.54
NST,A1200_1259_to_A1700_1759,15.17,23.41,19.12,21.95,21.11,29.8,18.09
NST,A1800_1859_to_A2300_2359,11.85,11.71,7.84,14.63,10.05,13.13,8.04
OKA,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OKA,A0600_0659_to_A1100_1159,0.0,0.0,0.0,100.0,0.0,0.0,0.0
OKA,A1200_1259_to_A1700_1759,0.0,100.0,0.0,0.0,0.0,0.0,0.0
OKA,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OOL,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OOL,A0600_0659_to_A1100_1159,34.78,32.48,27.78,29.1,34.4,31.11,32.26
OOL,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OOL,A1800_1859_to_A2300_2359,10.87,10.19,15.87,10.45,13.6,15.56,12.9
OSR,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSR,A0600_0659_to_A1100_1159,0.0,0.0,100.0,0.0,0.0,0.0,0.0
OSR,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSR,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDG,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDG,A0600_0659_to_A1100_1159,23.36,14.42,20.95,20.19,25.0,22.86,21.15
PDG,A1200_1259_to_A1700_1759,40.19,46.15,43.81,40.38,44.23,44.76,41.35
PDG,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEK,A0000_1259_to_A0500_0559,62.26,52.38,44.23,57.69,60.58,66.35,48.54
PEK,A0600_0659_to_A1100_1159,0.0,0.95,0.0,0.0,0.0,0.0,0.0
PEK,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEK,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEN,A0000_1259_to_A0500_0559,0.06,0.0,0.0,0.0,0.0,0.0,0.06
PEN,A0600_0659_to_A1100_1159,11.47,12.24,9.11,10.76,10.46,11.27,9.11
PEN,A1200_1259_to_A1700_1759,25.39,25.76,30.19,26.77,30.37,27.15,29.58
PEN,A1800_1859_to_A2300_2359,20.95,19.88,19.0,20.24,20.3,22.18,18.34
PER,A0000_1259_to_A0500_0559,0.0,0.0,0.39,0.0,0.0,0.39,0.0
PER,A0600_0659_to_A1100_1159,14.29,11.72,15.35,17.32,15.63,16.02,12.36
PER,A1200_1259_to_A1700_1759,3.86,4.3,6.3,2.76,7.03,5.47,1.93
PER,A1800_1859_to_A2300_2359,17.76,19.53,20.87,18.5,21.48,17.97,16.99
PHE,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHE,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,100.0,0.0
PHE,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHE,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHS,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHS,A0600_0659_to_A1100_1159,6.72,18.8,14.53,21.37,16.95,16.95,11.86
PHS,A1200_1259_to_A1700_1759,0.0,0.85,2.56,0.85,0.85,0.85,0.85
PHS,A1800_1859_to_A2300_2359,22.69,25.64,22.22,29.06,23.73,32.2,19.49
PKU,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKU,A0600_0659_to_A1100_1159,38.55,43.21,25.41,40.0,27.27,37.04,20.49
PKU,A1200_1259_to_A1700_1759,0.0,0.0,31.15,0.0,33.06,0.0,27.05
PKU,A1800_1859_to_A2300_2359,26.51,27.16,17.21,32.5,17.36,29.63,12.3
PLM,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLM,A0600_0659_to_A1100_1159,56.6,45.19,44.9,47.06,52.53,57.28,43.43
PLM,A1200_1259_to_A1700_1759,9.43,9.62,10.2,10.78,10.1,10.68,10.1
PLM,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNH,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNH,A0600_0659_to_A1100_1159,8.05,9.41,8.4,7.87,10.76,10.77,11.46
PNH,A1200_1259_to_A1700_1759,18.77,23.53,25.6,25.59,21.51,23.85,22.13
PNH,A1800_1859_to_A2300_2359,0.38,3.92,2.8,3.54,2.39,1.92,1.19
PNK,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNK,A0600_0659_to_A1100_1159,9.88,7.23,6.45,9.76,4.76,4.88,3.17
PNK,A1200_1259_to_A1700_1759,48.15,22.89,6.45,50.0,4.76,54.88,1.59
PNK,A1800_1859_to_A2300_2359,0.0,30.12,35.48,0.0,41.27,0.0,36.51
PNQ,A0000_1259_to_A0500_0559,5.77,5.0,1.2,4.76,0.64,2.81,7.69
PNQ,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNQ,A1200_1259_to_A1700_1759,21.15,31.11,21.69,34.52,29.49,25.28,40.83
PNQ,A1800_1859_to_A2300_2359,15.87,23.89,18.67,31.55,24.36,23.6,24.85
PPS,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPS,A0600_0659_to_A1100_1159,24.84,31.76,31.89,28.38,29.01,27.99,30.06
PPS,A1200_1259_to_A1700_1759,15.48,15.2,15.79,15.88,13.27,16.38,14.72
PPS,A1800_1859_to_A2300_2359,14.84,15.88,14.55,16.55,10.19,19.11,12.58
PUS,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUS,A0600_0659_to_A1100_1159,20.0,35.19,0.0,14.42,8.0,36.54,1.85
PUS,A1200_1259_to_A1700_1759,0.0,5.56,0.0,0.0,1.33,1.92,0.0
PUS,A1800_1859_to_A2300_2359,9.52,0.0,0.0,13.46,9.33,0.0,24.07
PVG,A0000_1259_to_A0500_0559,32.5,16.67,26.52,27.14,20.0,29.31,23.38
PVG,A0600_0659_to_A1100_1159,22.0,34.85,33.04,32.86,41.03,36.21,31.82
PVG,A1200_1259_to_A1700_1759,0.5,0.51,0.0,0.0,0.0,0.0,0.65
PVG,A1800_1859_to_A2300_2359,0.0,0.51,0.0,0.0,0.0,0.0,0.0
REP,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REP,A0600_0659_to_A1100_1159,8.55,7.05,10.11,8.75,9.06,11.54,6.77
REP,A1200_1259_to_A1700_1759,10.53,12.42,14.08,14.14,17.74,16.78,11.28
REP,A1800_1859_to_A2300_2359,2.63,2.35,2.89,3.7,2.26,3.5,3.38
RGN,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGN,A0600_0659_to_A1100_1159,17.75,22.88,25.76,23.97,26.14,23.13,18.25
RGN,A1200_1259_to_A1700_1759,18.48,20.3,23.86,23.97,19.7,21.64,21.67
RGN,A1800_1859_to_A2300_2359,18.48,19.56,17.05,17.6,17.05,20.9,16.73
ROI,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROI,A0600_0659_to_A1100_1159,19.31,21.13,23.94,18.18,20.28,17.14,17.86
ROI,A1200_1259_to_A1700_1759,2.76,5.63,5.63,4.9,2.8,4.29,2.86
ROI,A1800_1859_to_A2300_2359,13.79,14.79,21.13,20.98,16.78,19.29,15.71
SBW,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBW,A0600_0659_to_A1100_1159,12.66,13.88,15.43,11.86,15.46,15.6,18.09
SBW,A1200_1259_to_A1700_1759,21.16,22.24,19.84,20.04,19.08,20.4,17.69
SBW,A1800_1859_to_A2300_2359,14.73,18.16,19.04,17.59,18.07,20.8,16.7
SDK,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.33,0.0,0.0,0.0
SDK,A0600_0659_to_A1100_1159,15.0,11.58,23.18,14.9,24.88,14.33,17.87
SDK,A1200_1259_to_A1700_1759,21.25,19.61,27.73,20.53,31.1,20.06,31.4
SDK,A1800_1859_to_A2300_2359,34.38,33.44,13.64,35.1,14.83,37.9,14.49
SGN,A0000_1259_to_A0500_0559,2.35,1.13,2.52,0.93,1.57,3.31,0.59
SGN,A0600_0659_to_A1100_1159,21.16,21.95,24.47,22.95,24.36,23.76,24.71
SGN,A1200_1259_to_A1700_1759,30.2,32.83,28.93,32.28,26.72,31.12,28.63
SGN,A1800_1859_to_A2300_2359,17.0,19.14,18.83,19.59,20.43,19.89,18.04
SHE,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHE,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHE,A1200_1259_to_A1700_1759,0.0,0.0,50.0,0.0,100.0,0.0,0.0
SHE,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIN,A0000_1259_to_A0500_0559,0.05,0.0,0.0,0.0,0.0,0.05,0.0
SIN,A0600_0659_to_A1100_1159,15.04,20.08,21.14,19.83,21.11,20.4,19.83
SIN,A1200_1259_to_A1700_1759,28.21,29.74,29.05,28.87,28.97,29.89,29.11
SIN,A1800_1859_to_A2300_2359,23.83,19.67,20.0,20.97,21.48,24.54,17.93
SNO,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNO,A0600_0659_to_A1100_1159,48.08,70.59,64.15,67.31,55.77,69.23,62.75
SNO,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNO,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOC,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOC,A0600_0659_to_A1100_1159,13.21,0.0,0.0,15.38,0.0,19.23,0.0
SOC,A1200_1259_to_A1700_1759,15.09,65.71,71.76,48.08,72.41,42.31,64.37
SOC,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRG,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRG,A0600_0659_to_A1100_1159,32.08,36.54,75.76,32.69,75.76,39.05,63.64
SRG,A1200_1259_to_A1700_1759,46.23,40.38,3.03,43.27,3.03,45.71,0.0
SRG,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUB,A0000_1259_to_A0500_0559,10.77,4.39,6.24,5.81,7.95,4.2,4.68
SUB,A0600_0659_to_A1100_1159,21.01,26.87,27.29,24.5,25.58,25.96,25.54
SUB,A1200_1259_to_A1700_1759,13.64,16.64,8.58,16.52,9.5,16.45,7.41
SUB,A1800_1859_to_A2300_2359,11.85,12.07,13.26,14.34,12.79,13.35,14.23
SWA,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWA,A0600_0659_to_A1100_1159,0.0,1.9,2.74,0.96,1.37,1.92,0.0
SWA,A1200_1259_to_A1700_1759,24.04,32.38,41.1,40.38,30.14,25.0,24.66
SWA,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SXR,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SXR,A0600_0659_to_A1100_1159,40.43,54.35,47.73,40.91,58.14,43.18,44.44
SXR,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SXR,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYD,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYD,A0600_0659_to_A1100_1159,35.85,37.0,29.17,34.65,35.35,31.73,30.48
SYD,A1200_1259_to_A1700_1759,3.77,3.0,5.21,3.96,4.04,4.81,3.81
SYD,A1800_1859_to_A2300_2359,22.64,17.0,16.67,15.84,22.22,25.0,20.0
SZB,A0000_1259_to_A0500_0559,26.32,0.0,0.0,13.64,14.29,16.67,9.09
SZB,A0600_0659_to_A1100_1159,15.79,10.53,0.0,22.73,14.29,41.67,9.09
SZB,A1200_1259_to_A1700_1759,5.26,21.05,13.33,13.64,9.52,16.67,0.0
SZB,A1800_1859_to_A2300_2359,15.79,10.53,6.67,4.55,0.0,0.0,18.18
SZX,A0000_1259_to_A0500_0559,8.24,10.68,8.81,11.74,9.58,13.17,8.3
